2	4053	621	0	81	17	0	0	0	1	0	1553
2	1602	1522	1011	52	23	31	39	31	37	8	2781
2	3670	522	386	45	23	33	24	32	35	5	3232
1	937	2945	497	45	23	28	23	38	34	7	1244
4	2419	881	0	45	23	4	0	1	1	0	2835
5	1085	3052	0	44	23	0	1	0	0	1	2124
4	1013	3185	267	33	10	0	0	0	0	0	76
3	1629	1186	512	0	10	3	5	3	2	1	739
1	2077	1076	333	0	10	9	11	5	2	10	2787
2	2247	1107	619	61	23	34	32	58	33	19	1253
5	1617	2845	0	58	23	0	1	2	0	0	3974
1	4208	1558	744	58	23	1	0	1	1	0	1409
2	1452	132	318	25	23	2	5	0	2	0	1697
2	4178	945	865	63	17	40	29	69	76	7	515
0	3133	920	386	25	17	3	1	6	3	0	3610
4	2286	2626	686	32	17	70	71	160	163	9	3158
5	1617	2168	226	74	23	3	5	11	11	1	279
0	2247	125	994	81	23	5	3	6	2	1	4661
5	634	1541	781	81	23	2	6	1	0	1	4591
1	3699	2583	1184	63	23	63	114	51	37	61	3973
2	192	1107	619	61	23	34	32	58	33	19	487
1	4101	1824	0	0	17	11	8	5	1	9	3576
5	1326	1654	0	81	10	0	2	2	0	0	5061
0	1198	3169	464	74	17	0	1	2	3	0	2617
3	4331	2146	389	33	23	0	0	1	0	2	4238
4	4053	3101	1256	45	23	0	3	1	1	0	4239
5	930	1635	0	45	17	2	6	1	4	1	1793
0	467	239	0	0	10	1	4	4	1	0	4976
0	2329	2825	957	65	23	0	0	1	0	0	3391
1	3134	2307	386	36	2	18	12	22	41	0	3141
1	3907	245	324	25	23	9	6	4	4	4	1560
1	4521	708	8	6	23	19	6	16	14	2	628
0	1368	25	0	0	10	11	43	8	5	105	2493
0	1700	2439	0	0	10	0	0	1	0	0	822
5	2247	522	386	45	23	33	24	32	35	5	5055
1	1456	1320	194	81	23	5	8	8	8	3	1335
5	594	1588	0	0	10	7	19	3	5	44	641
3	651	1528	1270	0	23	0	0	0	0	1	4906
2	2247	2650	865	71	16	3	2	5	6	0	4906
0	1992	1739	568	0	17	1	2	3	1	0	2787
4	4494	1555	386	58	17	2	3	2	7	0	3578
0	2061	3257	497	32	17	0	0	1	0	1	1671
0	4076	1119	663	81	2	0	0	2	4	0	1095
2	2247	721	218	63	23	9	11	10	7	3	4313
0	91	1379	0	0	17	0	0	1	2	0	906
5	2346	463	1012	68	23	0	3	0	0	0	3047
2	4433	3062	1262	0	17	1	1	0	1	0	5055
0	3660	1579	1332	81	23	0	0	1	0	0	4078
4	1077	789	1012	45	17	6	5	4	11	1	1470
4	274	3063	1094	21	23	10	17	27	19	8	1923
4	733	1347	304	58	17	0	0	0	0	0	1655
4	353	245	324	25	23	9	6	4	4	4	228
0	1460	2393	1043	7	10	0	0	2	0	0	125
0	2945	2174	0	45	10	0	0	1	0	0	2475
2	2873	2428	1267	81	23	11	3	8	6	5	2132
5	4519	373	382	58	17	7	4	5	4	1	2563
0	3286	1807	389	81	17	5	1	8	12	1	1553
0	2419	1446	548	74	17	0	2	4	4	0	705
2	3921	2527	0	0	10	4	0	1	1	1	2617
5	961	177	0	0	10	2	3	1	2	3	3414
2	3216	886	1008	1	10	0	0	0	1	0	1361
2	4397	535	734	76	17	3	0	4	3	0	1159
3	693	25	0	0	10	11	43	8	5	105	2493
0	937	1063	1218	0	10	14	18	15	11	36	1123
4	1812	2039	1270	0	23	0	0	0	0	0	4126
2	4209	945	865	63	17	40	29	69	76	7	928
5	1860	1186	512	0	10	3	5	3	2	1	466
5	2479	2307	386	36	2	18	12	22	41	0	1341
0	1956	2307	386	36	2	18	12	22	41	0	1592
3	1258	1578	994	81	23	36	33	15	19	8	3975
2	2856	1251	841	21	2	0	0	0	1	0	4396
1	4433	789	1012	45	17	6	5	4	11	1	1801
5	755	1763	463	81	23	2	5	1	3	0	2617
1	937	184	194	74	23	2	1	0	0	0	4363
5	3536	919	0	0	23	2	3	3	0	0	1560
1	4518	1961	19	65	23	1	0	0	0	0	3474
5	2247	808	954	6	23	0	1	0	0	0	2757
5	4053	2447	0	45	17	5	4	4	5	3	1553
5	2368	3245	0	0	23	7	12	3	2	4	4906
4	4389	840	850	33	17	0	0	0	0	0	3761
4	2618	1873	0	0	23	0	1	0	0	0	530
5	3756	3236	755	6	23	2	4	1	2	1	3766
4	1617	2486	0	30	23	9	19	9	6	6	2384
2	2453	1857	786	0	10	0	0	0	1	0	2668
1	2406	2626	686	32	17	70	71	160	163	9	4854
4	1144	789	1012	45	17	6	5	4	11	1	4307
4	2113	1203	1299	74	23	0	0	0	0	1	991
5	3549	2222	386	74	17	3	4	5	8	1	1671
0	4379	1219	0	0	9	0	0	3	0	0	4379
0	213	1020	931	74	23	9	8	10	18	3	3766
2	536	2626	686	32	17	70	71	160	163	9	2379
0	2582	2017	135	66	23	7	6	5	7	0	3085
4	403	428	8	45	23	0	0	1	0	0	147
1	926	2425	821	6	17	1	0	0	0	0	3766
2	999	1318	979	63	17	0	0	0	2	0	3028
4	1968	1233	8	63	17	0	0	0	0	0	3965
4	2073	314	1011	15	23	2	2	4	2	0	919
1	3421	330	853	81	17	1	0	0	0	0	912
0	1258	3010	1011	8	17	11	10	21	16	4	1098
0	1434	1329	386	36	17	0	0	1	0	0	459
2	816	3076	0	0	10	0	0	0	1	0	2825
0	3671	2757	0	0	17	1	2	3	1	0	1793
2	2599	2921	1115	63	10	0	1	0	1	0	1158
2	927	1182	501	0	10	0	0	0	1	0	293
0	4397	535	734	76	17	3	0	4	3	0	1655
3	2247	2495	557	66	23	7	8	10	12	3	2245
2	3671	132	318	25	23	2	5	0	2	0	3608
1	2599	2673	0	0	23	11	5	7	2	5	3503
1	2131	1213	0	81	17	1	0	1	0	0	3766
4	1977	1555	386	58	17	2	3	2	7	0	1655
5	180	2755	13	58	5	0	1	0	0	1	1923
4	2069	1374	497	81	23	30	30	42	23	18	4957
2	4149	3126	1142	33	17	0	0	0	1	0	4105
2	1258	3307	386	33	17	0	1	3	6	0	4130
0	1747	2626	686	32	17	70	71	160	163	9	2798
0	2699	1947	988	21	17	0	1	1	3	0	1585
4	1974	355	386	0	23	0	0	0	1	0	466
1	4127	2583	1184	63	23	63	114	51	37	61	3816
5	1456	945	865	63	17	40	29	69	76	7	4122
0	1367	124	0	0	23	5	4	2	2	1	2707
0	628	2673	0	0	23	11	5	7	2	5	2617
2	1258	1038	390	0	10	2	5	1	6	0	1759
2	1222	945	865	63	17	40	29	69	76	7	1458
1	2073	2678	497	71	17	1	2	3	8	1	3575
5	737	2626	686	32	17	70	71	160	163	9	1621
0	1258	410	568	21	17	0	0	1	0	0	711
4	4347	2626	686	32	17	70	71	160	163	9	2730
4	2153	281	944	45	23	3	3	1	3	1	2562
5	2953	1063	1218	0	10	14	18	15	11	36	5009
2	1528	2945	497	45	23	28	23	38	34	7	3821
1	4239	1076	333	0	10	9	11	5	2	10	1510
3	2247	2257	1315	45	23	6	9	3	1	4	4820
5	1658	1958	598	7	4	0	1	0	0	0	2591
4	136	423	692	81	17	2	3	5	7	3	2743
3	176	1063	1218	0	10	14	18	15	11	36	2576
1	4347	1141	0	0	17	2	4	3	0	0	2045
5	3701	1988	764	25	23	1	10	3	2	1	4882
0	82	2583	1184	63	23	63	114	51	37	61	4315
2	226	179	301	6	17	3	4	4	3	1	901
0	4351	721	218	63	23	9	11	10	7	3	2707
0	2247	604	0	0	10	1	2	0	1	0	4780
4	2998	2800	579	58	17	0	1	0	0	0	269
0	2175	1522	1011	52	23	31	39	31	37	8	3142
0	2581	504	1189	33	10	0	0	1	0	0	2038
0	536	2821	439	74	23	0	0	3	1	0	1655
5	1258	610	8	52	23	2	1	0	0	0	2517
1	1698	200	388	6	23	26	41	32	40	11	4311
0	1258	2682	502	0	23	0	2	1	0	0	1107
1	173	522	386	45	23	33	24	32	35	5	5039
5	4053	2945	497	45	23	28	23	38	34	7	2364
4	2917	200	388	6	23	26	41	32	40	11	2787
0	1315	1632	535	74	17	2	6	7	4	1	4899
2	2917	2384	0	76	17	0	0	0	1	0	3766
5	1169	1141	0	0	17	2	4	3	0	0	3744
1	2487	2783	0	0	10	6	3	3	1	1	2981
1	598	2587	0	82	23	2	2	1	3	1	1553
0	59	522	386	45	23	33	24	32	35	5	4290
2	1003	1605	796	81	17	0	0	3	3	0	2412
5	1897	957	1255	6	17	0	1	0	0	0	3421
5	2769	1555	386	58	17	2	3	2	7	0	3084
3	2522	25	0	0	10	11	43	8	5	105	2512
4	4347	2626	686	32	17	70	71	160	163	9	3669
2	2641	1374	497	81	23	30	30	42	23	18	2368
1	2371	2168	226	74	23	3	5	11	11	1	1083
1	2371	1492	772	47	23	8	22	6	4	16	3107
1	2582	721	218	63	23	9	11	10	7	3	4880
3	3101	1498	1304	81	23	4	4	3	4	4	4135
5	2175	2626	686	32	17	70	71	160	163	9	0
2	2247	1463	0	45	23	17	5	17	24	2	2971
2	2917	561	0	45	10	0	1	1	2	1	1118
3	583	1374	497	81	23	30	30	42	23	18	530
2	1876	2202	78	81	23	1	1	1	3	0	3691
5	66	526	0	0	10	0	1	0	0	0	3766
3	1974	2259	882	76	23	16	15	20	10	11	1422
2	1258	1320	194	81	23	5	8	8	8	3	3025
0	321	1606	823	6	17	2	5	8	5	3	4633
5	2368	2935	994	41	23	2	1	0	1	1	4992
0	1140	1204	211	39	23	0	0	1	0	0	4586
0	1978	314	1011	15	23	2	2	4	2	0	1869
4	2581	1931	1324	76	10	0	0	0	0	0	1159
4	1617	25	0	0	10	11	43	8	5	105	2754
1	3364	1715	0	0	23	18	9	8	5	8	3442
1	651	1076	333	0	10	9	11	5	2	10	756
0	3526	2368	925	0	23	3	0	2	0	3	2672
1	1456	522	386	45	23	33	24	32	35	5	1553
0	1662	522	386	45	23	33	24	32	35	5	552
4	4175	3054	284	45	15	0	0	0	0	0	3927
3	3280	1584	958	58	5	0	0	0	1	1	2730
0	415	1687	8	25	17	1	0	4	1	0	147
1	1617	2293	0	45	23	2	0	0	0	1	1102
1	127	1463	0	45	23	17	5	17	24	2	1425
1	3215	3053	192	0	10	6	6	4	6	1	1007
4	38	3282	777	67	0	7	6	3	5	1	459
1	3717	2355	1012	68	17	1	0	0	1	0	3973
5	153	974	1012	67	17	0	1	0	0	0	3435
0	331	71	1104	58	17	0	0	2	1	1	3626
0	3038	1950	109	81	23	3	2	2	0	1	2727
5	312	2653	0	0	23	10	6	6	6	4	3938
1	3286	522	386	45	23	33	24	32	35	5	3327
1	2582	2087	606	81	23	8	8	10	5	5	1559
3	3216	1355	0	0	23	0	0	0	0	1	3273
2	594	139	0	0	10	0	0	0	1	0	1923
5	4321	1578	994	81	23	36	33	15	19	8	691
4	4426	501	681	0	10	0	0	0	0	0	4423
2	3192	3010	1011	8	17	11	10	21	16	4	1923
0	2155	713	1242	74	23	4	5	4	5	6	2777
0	3000	1494	0	0	23	9	5	11	11	0	2730
2	1271	2626	686	32	17	70	71	160	163	9	4316
0	4347	1374	497	81	23	30	30	42	23	18	3069
2	2707	1717	258	72	17	4	2	12	11	3	2432
2	3420	633	709	74	23	13	22	11	4	2	3644
2	2247	2626	686	32	17	70	71	160	163	9	2058
0	2917	2161	568	76	23	1	0	1	1	0	4250
4	4347	789	1012	45	17	6	5	4	11	1	993
0	4397	1032	1	61	4	0	0	1	0	0	2692
1	15	2287	854	72	23	12	5	9	3	4	3273
0	285	1020	931	74	23	9	8	10	18	3	2668
0	179	1360	1106	7	10	0	0	1	0	0	1126
4	490	2626	686	32	17	70	71	160	163	9	4684
0	3447	126	37	0	10	0	0	1	0	0	4429
5	1456	2626	686	32	17	70	71	160	163	9	4270
2	4496	2307	386	36	2	18	12	22	41	0	3613
4	91	1374	497	81	23	30	30	42	23	18	1158
3	1258	2035	0	81	10	3	0	1	0	2	2132
3	3123	3245	0	0	23	7	12	3	2	4	4154
0	2917	423	692	81	17	2	3	5	7	3	2045
1	1981	3302	917	68	10	1	0	0	0	1	1697
4	2073	3010	1011	8	17	11	10	21	16	4	1179
0	3623	2307	386	36	2	18	12	22	41	0	2702
0	2357	1021	1149	45	23	1	0	2	2	0	1051
2	3092	3053	192	0	10	6	6	4	6	1	2137
5	2598	665	1102	81	23	0	1	0	0	0	621
1	2594	3159	0	6	10	1	0	0	0	0	76
5	1719	351	0	0	10	0	1	0	0	0	1553
2	1469	3203	208	81	10	0	0	0	1	0	1559
5	4080	851	497	25	23	6	5	7	6	3	3971
4	2737	294	12	0	10	0	0	0	0	0	1157
0	3083	587	560	25	17	1	1	1	1	0	1655
0	1133	481	0	0	17	0	0	2	0	1	3221
0	2247	554	0	69	23	12	16	13	7	5	2550
0	1747	1616	409	0	10	0	0	3	1	0	1869
0	1974	1793	0	0	10	0	0	1	0	0	1793
2	3022	3155	531	81	17	1	0	2	7	0	520
3	1258	2115	898	33	23	1	1	3	1	1	0
1	3979	1116	1017	82	23	1	1	1	1	0	5072
3	4162	1063	1218	0	10	14	18	15	11	36	3918
1	3243	2136	903	6	17	2	0	0	0	0	2617
2	4331	1155	0	0	10	0	0	1	1	0	2460
1	1258	2583	1184	63	23	63	114	51	37	61	1059
5	3909	523	846	0	15	1	3	0	0	0	944
0	2917	2364	450	6	23	1	1	2	2	0	0
1	4090	903	497	25	17	12	6	2	2	3	4182
4	4425	2626	686	32	17	70	71	160	163	9	2243
2	2917	674	0	45	17	2	2	1	3	0	5059
0	2140	2548	0	82	17	4	0	3	3	0	1377
4	3	2629	736	33	17	0	0	3	0	0	4882
0	1807	2196	309	6	23	0	1	1	0	0	2132
0	2917	2927	1181	0	10	0	0	1	0	0	2784
1	153	947	450	45	17	1	0	0	0	0	1997
5	1456	3104	0	0	17	1	2	0	1	1	1063
4	3476	1009	450	76	17	0	0	1	0	0	1497
3	948	1807	389	81	17	5	1	8	12	1	1171
4	150	920	386	25	17	3	1	6	3	0	0
1	4506	1598	0	0	10	1	0	0	0	0	3054
3	2026	25	0	0	10	11	43	8	5	105	1960
0	516	373	382	58	17	7	4	5	4	1	1425
4	3420	540	1011	13	23	0	1	2	0	0	1090
1	4025	338	0	0	17	1	0	0	0	0	306
2	2917	2767	407	76	10	0	0	0	1	0	1159
5	791	2975	0	58	2	0	2	1	2	1	2787
1	1532	2287	854	72	23	12	5	9	3	4	4986
3	4392	273	0	58	9	0	0	0	0	1	1872
0	2917	679	1278	36	17	0	0	1	0	0	1029
0	1258	2287	854	72	23	12	5	9	3	4	228
0	1258	3063	1094	21	23	10	17	27	19	8	1923
5	723	2606	1172	58	9	0	1	0	0	1	3496
3	1617	721	218	63	23	9	11	10	7	3	3825
1	2247	554	0	69	23	12	16	13	7	5	3944
4	4370	3315	0	0	10	0	2	1	1	1	4127
0	315	2469	0	45	17	15	9	20	19	2	2585
2	3670	799	0	0	10	6	7	2	1	2	3138
1	2840	2844	0	0	23	2	0	3	3	1	3761
4	2953	2626	686	32	17	70	71	160	163	9	4530
5	736	3303	8	32	23	0	2	1	0	0	2912
0	3221	2626	686	32	17	70	71	160	163	9	1655
4	4053	115	474	81	17	1	0	1	2	0	1836
0	1974	2407	0	0	23	2	1	1	0	0	2143
0	2368	2823	0	45	17	1	0	1	1	0	5055
2	1617	2631	444	81	23	0	0	0	1	0	2051
5	3837	1206	1075	6	23	2	4	1	1	0	5037
2	1141	411	0	74	10	2	0	0	1	0	1671
2	786	2204	251	0	10	0	0	2	3	0	205
3	3060	25	0	0	10	11	43	8	5	105	300
1	2073	140	994	20	2	1	1	0	2	0	4621
2	3119	1839	553	6	17	3	0	0	1	0	1697
2	4334	2772	500	61	17	3	2	2	5	0	1869
0	1258	721	218	63	23	9	11	10	7	3	724
2	3715	2182	221	21	17	0	1	1	2	2	2282
1	3008	2948	0	0	17	1	1	1	1	0	1550
0	1353	2087	606	81	23	8	8	10	5	5	333
5	36	633	709	74	23	13	22	11	4	2	1923
5	2242	1492	772	47	23	8	22	6	4	16	3107
1	2175	2817	781	81	23	1	1	0	0	0	3892
4	793	2835	478	0	10	1	4	3	3	0	1931
1	1456	133	0	7	23	5	1	6	4	2	3353
2	2953	295	1020	20	2	1	1	0	1	0	4277
0	1922	2395	256	81	17	2	2	4	1	1	3100
0	3699	2352	1308	76	17	0	0	2	1	0	4192
1	2247	52	667	0	11	1	0	0	0	0	2044
4	3298	2626	686	32	17	70	71	160	163	9	1374
4	3298	880	510	63	17	0	0	0	0	0	340
5	3589	2777	0	0	9	1	1	0	0	0	414
5	1456	1103	463	76	23	1	2	5	3	0	1553
3	1617	1588	0	0	10	7	19	3	5	44	1866
3	1271	2583	1184	63	23	63	114	51	37	61	1253
2	2070	2398	450	6	17	0	1	1	1	0	2787
5	2419	1374	497	81	23	30	30	42	23	18	1559
1	1223	179	301	6	17	3	4	4	3	1	4639
2	2247	3282	777	67	0	7	6	3	5	1	452
3	1231	3315	0	0	10	0	2	1	1	1	569
2	1398	2335	1148	45	23	0	1	0	1	0	466
5	1974	477	0	0	17	0	1	0	0	0	4333
4	2906	1463	0	45	23	17	5	17	24	2	2471
4	1974	2626	686	32	17	70	71	160	163	9	2509
0	1258	421	988	63	23	0	0	1	0	0	147
0	3993	601	0	0	9	0	0	1	0	0	5010
4	1807	1244	568	0	17	1	2	0	1	0	379
0	1892	239	0	0	10	1	4	4	1	0	1553
1	4389	1361	1332	81	23	1	0	0	0	0	2758
0	1992	2316	0	0	23	0	0	1	1	0	306
5	2247	1374	497	81	23	30	30	42	23	18	4882
0	977	1478	1041	45	23	0	0	1	0	0	4276
1	4087	2656	0	0	17	1	3	0	0	0	1159
4	355	2626	686	32	17	70	71	160	163	9	3896
1	2531	3058	8	15	17	1	1	0	1	0	1095
0	3278	945	865	63	17	40	29	69	76	7	3123
2	793	3101	1256	45	23	0	3	1	1	0	3519
5	354	2626	686	32	17	70	71	160	163	9	977
4	1989	806	0	45	17	1	2	2	4	0	1491
5	2953	3189	1109	6	23	2	12	8	3	1	1569
3	2752	2583	1184	63	23	63	114	51	37	61	3869
2	2551	2307	386	36	2	18	12	22	41	0	515
1	1258	633	709	74	23	13	22	11	4	2	1923
3	3216	758	682	33	10	0	2	0	0	1	3761
5	1333	2307	386	36	2	18	12	22	41	0	3501
0	4090	3010	1011	8	17	11	10	21	16	4	560
5	1599	1416	912	32	17	1	1	1	2	0	3040
0	3608	993	1274	58	18	0	0	1	0	0	3391
1	4098	1824	0	0	17	11	8	5	1	9	4379
5	3545	1999	565	67	23	0	1	1	0	2	5055
5	2222	1128	1104	33	23	0	4	1	2	0	726
5	1144	2500	386	41	17	1	1	0	0	0	1611
0	230	1173	6	63	17	0	0	1	0	0	1540
1	4521	1107	619	61	23	34	32	58	33	19	3147
3	4064	1773	0	0	10	2	0	0	0	1	2981
5	4427	1551	94	6	10	3	5	4	4	2	3766
5	2336	1417	294	0	23	0	3	2	3	0	1098
4	1807	0	0	0	23	1	3	1	1	0	2617
2	2917	3063	1094	21	23	10	17	27	19	8	4814
4	2581	1228	0	0	17	1	0	0	0	0	2460
5	136	3132	734	0	23	0	1	0	0	0	1553
1	1773	2192	0	0	23	5	5	4	0	0	4379
0	3050	1707	386	25	17	8	3	15	15	0	318
0	2247	2071	671	45	17	7	9	8	15	3	3766
2	4321	1492	772	47	23	8	22	6	4	16	3370
1	2638	3274	0	0	17	1	0	0	0	0	3834
0	2736	2486	0	30	23	9	19	9	6	6	4848
2	1428	928	215	68	21	0	0	0	1	0	1253
4	4053	2529	0	0	10	0	0	0	0	0	4704
0	4347	535	734	76	17	3	0	4	3	0	3718
0	2247	1469	0	33	9	0	0	1	0	0	591
5	3605	1894	32	25	10	0	1	0	0	0	4924
1	633	1206	1075	6	23	2	4	1	1	0	2617
4	1617	1882	0	81	23	3	1	1	3	1	2132
0	3768	213	0	76	17	3	0	2	2	0	4587
0	1807	3226	0	76	10	0	0	1	0	0	4301
4	2165	1387	0	33	9	0	0	0	0	0	1324
5	840	1753	1046	0	10	0	2	0	0	0	2617
0	645	2390	1156	9	23	0	1	4	4	0	2912
5	1258	2449	801	63	23	0	1	0	0	0	3503
2	2244	74	180	7	23	0	0	0	1	0	2132
2	889	1319	794	6	10	2	1	0	2	1	4379
2	2126	708	8	6	23	19	6	16	14	2	1655
1	737	2071	671	45	17	7	9	8	15	3	4689
3	1617	2583	1184	63	23	63	114	51	37	61	973
3	1338	3302	917	68	10	1	0	0	0	1	2132
4	1456	865	739	0	10	0	2	3	4	0	357
5	2247	1834	497	38	23	8	10	12	5	0	2194
3	4275	200	388	6	23	26	41	32	40	11	2617
0	3618	2043	0	0	10	1	0	1	0	0	1269
5	2906	2071	671	45	17	7	9	8	15	3	4290
0	899	2168	226	74	23	3	5	11	11	1	1923
2	2421	2053	386	81	23	2	4	4	3	0	3069
0	2112	2192	0	0	23	5	5	4	0	0	1470
0	2073	2806	0	0	10	8	2	10	8	0	2175
2	3670	2290	304	74	17	0	0	0	2	0	2341
0	1167	180	0	0	10	0	0	3	0	0	3503
