FileNum,Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
11,11.txt,1,16,84.57,96.95,74.76,25.77,8,18.75,81.25,56.25,18.75,12.5,0,12.5,0,0,0,6.25,6.25,18.75,6.25,6.25,0,0,18.75,12.5,12.5,0,0,6.25,0,0,0,0,0,0,12.5,0,0,0,0,25,12.5,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,18.75,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
12,12.txt,1,11,92.84,81.84,2.4,1,11,36.36,54.55,18.18,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,18.18,0,0,0,0,0,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,0,18.18,0,0,0,18.18,0,9.09,0,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
13,13.txt,1,8,99,50,1,25.77,8,0,62.5,37.5,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
14,14.txt,1,22,98.22,67.52,2.4,25.77,22,31.82,77.27,36.36,0,0,0,0,0,0,0,0,4.55,18.18,0,4.55,9.09,0,18.18,0,0,0,9.09,9.09,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,9.09,0,0,0,9.09,4.55,0,0,4.55,0,0,0,13.64,0,9.09,9.09,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,9.09,4.55,4.55,0,0,0,0,0,0,0,0,0
15,15.txt,1,6,99,95.2,23.51,25.77,6,50,100,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,0,33.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16.txt,1,17,98.92,72.17,1,25.77,17,41.18,70.59,35.29,0,0,0,0,0,0,0,0,5.88,17.65,5.88,0,5.88,0,11.76,0,0,0,11.76,11.76,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,11.76,0,5.88,0,5.88,0,17.65,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,5.88,0,0,0,0
17,17.txt,1,12,80.75,99,74.76,1,12,50,66.67,41.67,8.33,8.33,0,8.33,0,0,0,0,8.33,8.33,8.33,8.33,0,0,8.33,0,0,8.33,0,0,8.33,0,8.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,8.33,0,25,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,0,0,0,0,0,0,0,16.67,0
18,18.txt,1,26,95.89,87.57,38.39,25.77,26,30.77,76.92,34.62,7.69,3.85,0,3.85,0,0,0,3.85,7.69,11.54,3.85,0,3.85,0,11.54,11.54,7.69,0,7.69,7.69,7.69,3.85,3.85,3.85,3.85,0,7.69,0,0,0,0,3.85,3.85,0,0,0,0,0,3.85,0,3.85,0,0,0,0,0,0,23.08,3.85,0,15.38,0,7.69,3.85,7.69,0,15.38,0,11.54,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0
19,19.txt,1,14,28.22,76.25,13.15,99,14,14.29,78.57,35.71,7.14,7.14,0,0,0,0,7.14,0,0,7.14,14.29,0,7.14,7.14,28.57,0,0,0,14.29,7.14,7.14,7.14,0,0,0,0,14.29,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,28.57,0,14.29,0,7.14,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,42.86,7.14,14.29,0,0,0,0,0,14.29,7.14,0,0
20,20.txt,1,11,99,18.16,31.94,1,11,18.18,72.73,36.36,0,0,0,0,0,0,0,0,18.18,9.09,0,9.09,0,0,0,18.18,18.18,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,18.18,0,9.09,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,27.27,9.09,0,0,0,0,0,0,18.18,0,0,0
21,21.txt,1,24,87.83,66.17,7.84,92.4,24,12.5,83.33,50,8.33,4.17,0,0,0,0,4.17,4.17,8.33,16.67,8.33,4.17,4.17,4.17,12.5,4.17,4.17,0,0,4.17,4.17,4.17,0,0,0,0,12.5,0,0,0,0,20.83,4.17,8.33,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,8.33,0,0,4.17,0,4.17,4.17,8.33,0,4.17,0,4.17,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
22,22.txt,1,15,99,90.87,10.08,25.77,15,26.67,60,26.67,0,0,0,0,0,0,0,0,6.67,13.33,6.67,0,0,0,13.33,6.67,0,0,13.33,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,13.33,0,13.33,6.67,0,0,6.67,6.67,0,13.33,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
23,23.txt,1,14,47.35,50,1,25.77,7,28.57,64.29,50,7.14,0,0,0,0,0,0,7.14,7.14,7.14,28.57,0,0,0,28.57,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
24,24.txt,1,6,92.84,4.8,23.51,25.77,6,33.33,100,33.33,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,16.67,33.33,33.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,33.33,0,33.33,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
25,25.txt,1,19,99,70.08,1,25.77,19,21.05,42.11,31.58,0,0,0,0,0,0,0,0,10.53,15.79,5.26,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
26,26.txt,1,15,17.96,74.76,43.37,25.77,15,13.33,73.33,60,6.67,0,0,0,0,0,0,6.67,6.67,13.33,6.67,20,20,0,13.33,0,6.67,6.67,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,13.33,0,13.33,6.67,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,6.67,6.67,0,0,0,0,6.67,0,0,0,0
27,27.txt,1,11,12.85,3.48,99,25.77,11,9.09,81.82,63.64,9.09,9.09,9.09,0,0,0,0,0,9.09,9.09,18.18,18.18,9.09,0,27.27,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,18.18,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
28,28.txt,1,12,80.75,20.24,74.76,99,12,33.33,66.67,33.33,0,0,0,0,0,0,0,0,0,16.67,0,8.33,16.67,0,0,8.33,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,16.67,0,8.33,16.67,0,0,0,8.33,0,16.67,8.33,0,8.33,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0
29,29.txt,1,24,17.96,79.76,1,25.77,24,29.17,66.67,41.67,16.67,8.33,0,0,0,8.33,0,8.33,0,4.17,8.33,4.17,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,8.33,12.5,0,0,8.33,4.17,4.17,4.17,4.17,0,4.17,0,0,0,0,0,0,4.17,0,0,4.17,0,0,8.33,8.33,0,12.5,4.17,4.17,4.17,8.33,0,0,4.17,0,0,0,0,0,0,0,0,37.5,4.17,16.67,0,0,0,0,8.33,0,0,8.33,0
30,30.txt,1,18,98.75,71.09,4.97,98.27,18,27.78,88.89,38.89,5.56,5.56,0,0,0,0,5.56,0,5.56,22.22,5.56,0,5.56,0,5.56,16.67,11.11,0,5.56,0,5.56,5.56,0,0,0,0,11.11,0,0,0,5.56,11.11,0,0,0,5.56,0,5.56,0,0,0,0,11.11,5.56,5.56,5.56,0,5.56,0,0,5.56,0,0,0,5.56,0,5.56,0,5.56,0,11.11,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
31,31.txt,1,23,99,33.19,27.39,99,23,21.74,82.61,52.17,8.7,0,0,0,0,0,0,8.7,21.74,17.39,4.35,0,0,0,4.35,13.04,8.7,0,4.35,0,8.7,8.7,0,0,0,0,4.35,0,0,0,0,13.04,0,4.35,0,0,0,8.7,4.35,4.35,0,0,0,0,0,0,0,13.04,4.35,0,8.7,0,0,4.35,0,0,8.7,0,4.35,4.35,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0
32,32.txt,1,18,99,50,4.97,98.27,18,22.22,44.44,27.78,5.56,0,0,0,0,0,0,5.56,16.67,5.56,0,0,0,0,0,5.56,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,11.11,0,11.11,0,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,16.67,5.56,0,0,0,0,0,0,0,0,0
33,33.txt,1,10,98.46,97.69,43.37,25.77,10,10,100,60,20,10,0,0,0,10,0,10,10,30,10,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,20,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,10,0,30,0,30,0,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
34,34.txt,1,18,96.85,71.09,23.51,25.77,18,11.11,77.78,38.89,0,0,0,0,0,0,0,0,5.56,16.67,5.56,5.56,5.56,0,5.56,5.56,5.56,0,16.67,0,11.11,5.56,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,5.56,5.56,5.56,0,0,5.56,0,16.67,0,11.11,5.56,11.11,0,0,5.56,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
35,35.txt,1,9,98.75,50,4.97,1,9,11.11,44.44,33.33,0,0,0,0,0,0,0,0,22.22,0,11.11,0,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
36,36.txt,1,37,62.04,97.06,54.14,2.3,37,8.11,89.19,54.05,8.11,8.11,0,0,2.7,0,5.41,0,8.11,10.81,13.51,2.7,10.81,0,24.32,5.41,5.41,0,0,0,2.7,0,2.7,0,0,0,21.62,0,0,0,0,13.51,0,0,0,8.11,2.7,5.41,5.41,0,5.41,0,2.7,2.7,0,0,0,5.41,0,2.7,2.7,0,0,2.7,10.81,13.51,16.22,5.41,2.7,8.11,2.7,0,0,0,0,0,0,0,0,0,0,0,10.81,2.7,8.11,0,0,0,0,0,0,0,0,0
37,37.txt,1,14,99,50,1.06,99,14,28.57,64.29,28.57,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,0,7.14,0,0,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,7.14,7.14,0,0,0,7.14,7.14,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,14.29,0,0,0,0,0,0,0,0,0
38,38.txt,1,23,99,80.77,27.39,25.77,23,26.09,86.96,34.78,4.35,4.35,0,0,0,0,4.35,0,4.35,26.09,0,0,0,0,13.04,4.35,0,0,0,0,0,0,0,0,0,0,8.7,0,0,4.35,0,13.04,4.35,8.7,0,0,0,0,17.39,17.39,0,0,4.35,0,4.35,4.35,0,13.04,0,0,13.04,0,0,0,4.35,0,13.04,4.35,8.7,0,8.7,0,0,0,0,0,0,0,0,0,0,0,26.09,4.35,4.35,0,0,0,0,17.39,0,0,0,0
39,39.txt,1,25,51.43,88.48,1,91.14,25,24,88,56,20,12,0,0,0,0,12,8,4,16,4,4,8,4,16,0,0,0,8,4,4,4,0,0,0,0,16,0,0,0,0,16,0,4,4,4,4,0,0,0,0,0,8,0,4,0,4,4,0,4,0,0,0,12,0,0,4,0,4,0,12,0,0,8,0,0,0,0,0,0,0,0,20,4,12,0,0,0,0,0,0,0,0,4
40,40.txt,1,25,97.89,97.69,69.14,25.77,25,24,84,32,8,8,0,4,0,0,4,0,4,16,4,0,0,0,12,8,8,0,8,4,8,4,4,0,4,0,20,8,0,0,0,12,4,8,0,0,0,4,0,0,0,0,0,0,0,0,0,16,12,4,0,4,0,12,4,0,16,0,4,12,8,8,8,12,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,4
41,41.txt,1,10,77.33,15.86,43.37,99,10,30,60,30,10,10,10,0,0,0,0,0,0,10,10,0,0,0,20,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,20,0,10,10,0,0,0,20,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,10,0,0,20,0
42,42.txt,1,32,99,62.28,7.84,81.93,32,21.88,56.25,28.12,3.12,3.12,0,0,0,0,3.12,0,6.25,15.62,0,0,3.12,0,3.12,0,0,0,3.12,0,3.12,3.12,0,0,0,0,3.12,0,0,0,0,6.25,0,3.12,0,3.12,0,0,3.12,3.12,0,0,0,0,0,0,0,12.5,3.12,3.12,3.12,0,3.12,0,3.12,0,12.5,0,12.5,0,3.12,0,0,3.12,0,0,0,0,0,0,0,0,9.38,3.12,6.25,0,0,0,0,0,0,0,0,0
43,43.txt,1,15,99,97.69,1,99,15,20,73.33,40,6.67,6.67,0,0,0,6.67,0,0,13.33,20,0,0,0,0,13.33,0,0,0,6.67,6.67,6.67,6.67,0,0,0,0,20,0,0,0,6.67,6.67,0,0,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,6.67,6.67,0,13.33,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
44,44.txt,1,12,98.02,79.76,23.51,25.77,12,25,50,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,16.67,16.67,8.33,0,8.33,8.33,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,8.33,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,0,0,0,0
45,45.txt,1,27,88.48,77.05,33.94,88.52,13.5,22.22,77.78,55.56,11.11,3.7,0,0,0,3.7,0,7.41,3.7,25.93,7.41,3.7,11.11,0,11.11,11.11,11.11,0,7.41,0,3.7,3.7,0,0,0,0,7.41,0,0,0,3.7,3.7,0,0,0,3.7,0,0,0,0,0,0,3.7,0,3.7,0,0,3.7,0,3.7,0,0,0,3.7,3.7,3.7,22.22,0,7.41,14.81,0,0,0,0,0,0,0,0,0,0,0,0,14.81,7.41,7.41,0,0,0,0,0,0,0,0,0
46,46.txt,1,40,99,93.3,59.88,99,20,12.5,85,35,5,5,0,5,0,0,0,0,12.5,17.5,0,0,2.5,0,15,7.5,2.5,0,17.5,0,10,10,0,0,0,0,10,0,0,0,0,2.5,0,2.5,0,0,0,0,5,0,5,0,5,0,5,0,0,15,5,2.5,7.5,0,0,0,15,0,22.5,0,12.5,10,5,0,0,5,0,0,0,0,0,0,0,0,15,5,5,0,0,0,0,0,0,0,0,5
47,47.txt,1,19,76.19,99,4.05,25.77,19,10.53,84.21,63.16,26.32,21.05,0,0,21.05,0,0,5.26,10.53,15.79,5.26,0,5.26,0,21.05,0,0,0,0,0,0,0,0,0,0,0,26.32,0,0,0,0,10.53,0,0,5.26,0,0,5.26,5.26,0,5.26,0,0,0,0,0,0,5.26,0,0,5.26,0,0,15.79,0,5.26,10.53,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,26.32,5.26,10.53,0,0,0,0,0,10.53,0,0,0
48,48.txt,1,26,88.28,64.99,1.4,25.77,26,23.08,76.92,42.31,7.69,3.85,0,0,0,3.85,0,3.85,7.69,15.38,7.69,7.69,3.85,0,11.54,7.69,7.69,3.85,7.69,7.69,0,0,0,0,0,0,7.69,0,0,0,3.85,3.85,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,7.69,0,3.85,3.85,0,0,7.69,3.85,0,7.69,0,0,7.69,11.54,0,3.85,7.69,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0
49,49.txt,1,25,99,50,69.14,25.77,25,28,84,40,0,0,0,0,0,0,0,0,16,16,4,0,4,0,12,4,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,8,0,28,8,8,12,12,0,0,12,0,0,0,0,0,0,0,0,12,4,4,0,0,0,0,0,0,0,0,4
50,50.txt,1,31,35.22,62.65,1,83.22,31,25.81,87.1,48.39,16.13,9.68,0,0,0,9.68,0,6.45,3.23,9.68,12.9,0,3.23,6.45,32.26,0,0,3.23,0,0,3.23,3.23,0,0,0,0,12.9,0,0,9.68,0,19.35,3.23,6.45,6.45,0,0,3.23,0,0,0,0,3.23,0,3.23,0,0,12.9,0,3.23,6.45,3.23,0,0,22.58,6.45,6.45,3.23,3.23,0,9.68,3.23,0,0,0,0,0,0,0,0,0,0,3.23,3.23,0,0,0,0,0,0,0,0,0,0
51,51.txt,1,9,99,50,4.97,25.77,9,44.44,55.56,22.22,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
52,52.txt,1,9,45.11,86.68,1,25.77,9,44.44,55.56,22.22,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,22.22,11.11,0,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
53,53.txt,1,23,99,19.23,98.89,25.77,23,39.13,69.57,39.13,0,0,0,0,0,0,0,0,13.04,17.39,4.35,4.35,0,4.35,8.7,13.04,8.7,0,13.04,8.7,0,0,0,0,0,0,4.35,0,0,0,0,8.7,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,4.35,0,26.09,8.7,13.04,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,13.04,4.35,8.7,0,0,0,0,0,0,0,0,0
54,54.txt,1,32,99,62.28,74.76,25.77,16,3.12,62.5,50,6.25,3.12,0,3.12,0,0,0,3.12,12.5,28.12,3.12,3.12,0,0,6.25,0,0,0,21.88,0,0,0,0,0,0,0,3.12,0,0,0,0,3.12,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,3.12,3.12,0,0,0,0,6.25,0,0,21.88,6.25,9.38,6.25,0,0,0,0,0,0,0,0,0,0,0,0,34.38,12.5,15.62,0,0,0,0,0,0,0,6.25,0
